"","GEOID","population","female","avg_hhsize","hispanic","black","kids","elderly","education","employed","married","disability","households"
"Block Group 1, Census Tract 4601, Osceola County, Iowa","19143460100",1056,530,2.24,46,8,204,335,307,495,474,142,471.428571428571
"Block Group 2, Census Tract 4601, Osceola County, Iowa","19143460100",621,301,2.04,158,21,125,139,69,290,199,78,304.411764705882
"Block Group 1, Census Tract 1801, Taylor County, Iowa","19173180100",989,464,2.6,26,0,260,171,249,473,501,145,380.384615384615
"Block Group 4, Census Tract 4505, Cedar County, Iowa","19031450500",1235,548,2.29,18,14,353,169,410,593,425,106,539.301310043668
"Block Group 3, Census Tract 214, Pottawattamie County, Iowa","19155021400",1486,737,2.66,0,0,388,282,352,754,733,132,558.646616541353
"Block Group 3, Census Tract 215.02, Pottawattamie County, Iowa","19155021502",937,472,2.09,2,9,199,288,205,445,478,127,448.325358851675
"Block Group 1, Census Tract 402.02, Mills County, Iowa","19129040202",2060,1011,2.58,55,0,564,372,723,1013,1203,163,798.449612403101
"Block Group 2, Census Tract 402.02, Mills County, Iowa","19129040202",1428,688,2.78,64,0,386,237,340,709,653,137,513.669064748201
"Block Group 1, Census Tract 403.02, Mills County, Iowa","19129040302",1425,699,2.47,108,1,392,260,431,646,636,153,576.923076923077
"Block Group 1, Census Tract 3703, Poweshiek County, Iowa","19157370300",1847,1067,2.52,96,99,283,216,507,1103,584,73,732.936507936508
"Block Group 3, Census Tract 3703, Poweshiek County, Iowa","19157370300",1094,688,1.88,68,68,80,83,150,729,157,38,581.914893617021
"Block Group 3, Census Tract 6801, Winnebago County, Iowa","19189680100",1057,568,2.27,66,32,276,255,318,497,360,115,465.638766519824
"Block Group 4, Census Tract 6803, Winnebago County, Iowa","19189680300",541,286,2,39,0,98,99,135,317,185,51,270.5
"Block Group 1, Census Tract 6803, Winnebago County, Iowa","19189680300",568,292,2.03,0,0,105,165,245,277,310,65,279.802955665025
"Block Group 2, Census Tract 6803, Winnebago County, Iowa","19189680300",924,460,2.36,75,48,167,126,108,521,345,57,391.525423728814
"Block Group 1, Census Tract 802, Keokuk County, Iowa","19107080200",578,297,1.96,25,0,100,144,85,297,280,99,294.897959183673
"Block Group 3, Census Tract 802, Keokuk County, Iowa","19107080200",510,285,2.07,7,0,100,137,117,255,279,72,246.376811594203
"Block Group 2, Census Tract 804, Keokuk County, Iowa","19107080400",1386,681,2.17,16,0,221,358,356,718,834,184,638.709677419355
"Block Group 3, Census Tract 804, Keokuk County, Iowa","19107080400",581,300,2.17,0,0,102,142,114,284,294,107,267.741935483871
"Block Group 1, Census Tract 3601, Franklin County, Iowa","19069360100",535,265,2.11,10,0,40,191,161,234,342,46,253.554502369668
"Block Group 4, Census Tract 3601, Franklin County, Iowa","19069360100",1256,619,2.36,13,0,272,322,263,600,599,97,532.203389830509
"Block Group 2, Census Tract 3603, Franklin County, Iowa","19069360300",749,383,2.39,41,3,161,195,206,393,396,46,313.389121338912
"Block Group 3, Census Tract 4906, Page County, Iowa","19145490600",688,353,2.25,5,0,151,152,143,311,353,59,305.777777777778
"Block Group 2, Census Tract 4906, Page County, Iowa","19145490600",1023,530,2.33,0,0,215,238,149,441,499,127,439.055793991416
"Block Group 1, Census Tract 4901, Page County, Iowa","19145490100",604,296,2.1,0,0,46,171,136,382,377,89,287.619047619048
"Block Group 3, Census Tract 4901, Page County, Iowa","19145490100",560,286,2.24,6,0,50,168,187,303,302,75,250
"Block Group 1, Census Tract 4905, Page County, Iowa","19145490500",768,437,2.18,0,0,160,94,145,374,321,66,352.293577981651
"Block Group 1, Census Tract 4902, Page County, Iowa","19145490200",896,577,2.13,52,0,149,263,288,471,474,184,420.657276995305
"Block Group 2, Census Tract 4902, Page County, Iowa","19145490200",405,212,2.41,25,0,98,63,68,230,202,46,168.04979253112
"Block Group 3, Census Tract 53, Polk County, Iowa","19153005300",1036,514,3.33,237,96,298,127,120,520,297,95,311.111111111111
"Block Group 2, Census Tract 53, Polk County, Iowa","19153005300",744,343,2.51,159,20,151,107,170,405,333,99,296.414342629482
"Block Group 1, Census Tract 53, Polk County, Iowa","19153005300",789,379,3.4,331,133,301,66,27,304,286,91,232.058823529412
"Block Group 2, Census Tract 110.21, Polk County, Iowa","19153011021",2181,1074,2.38,70,84,473,326,1067,1346,1180,89,916.386554621849
"Block Group 1, Census Tract 110.21, Polk County, Iowa","19153011021",2848,1462,2.64,290,100,642,499,1250,1667,1394,189,1078.78787878788
"Block Group 3, Census Tract 9.02, Polk County, Iowa","19153000902",947,576,1.79,67,88,210,256,322,366,274,217,529.050279329609
"Block Group 1, Census Tract 9.02, Polk County, Iowa","19153000902",1535,860,2.55,17,30,313,189,793,940,742,136,601.960784313726
"Block Group 2, Census Tract 9.02, Polk County, Iowa","19153000902",1061,567,2.16,32,9,236,183,599,620,480,70,491.203703703704
"Block Group 3, Census Tract 29, Polk County, Iowa","19153002900",976,536,1.5,99,78,76,372,436,479,127,239,650.666666666667
"Block Group 1, Census Tract 29, Polk County, Iowa","19153002900",1353,629,1.76,222,279,132,387,427,577,283,231,768.75
"Block Group 4, Census Tract 29, Polk County, Iowa","19153002900",691,326,2.15,0,37,76,104,283,472,420,43,321.395348837209
"Block Group 2, Census Tract 14, Black Hawk County, Iowa","19013001400",735,316,2.4,59,97,236,67,204,337,254,77,306.25
"Block Group 1, Census Tract 14, Black Hawk County, Iowa","19013001400",779,448,2.2,0,21,149,165,283,407,328,69,354.090909090909
"Block Group 3, Census Tract 28, Black Hawk County, Iowa","19013002800",1012,490,3.02,0,0,362,139,333,486,474,10,335.099337748344
"Block Group 1, Census Tract 29.01, Black Hawk County, Iowa","19013002901",1266,604,2.48,35,0,229,299,393,667,783,121,510.483870967742
"Block Group 2, Census Tract 30.02, Black Hawk County, Iowa","19013003002",1200,558,2.61,17,0,370,150,440,644,602,69,459.770114942529
"Block Group 1, Census Tract 30.02, Black Hawk County, Iowa","19013003002",1597,779,2.64,16,0,317,281,618,873,895,172,604.924242424242
"Block Group 2, Census Tract 16, Black Hawk County, Iowa","19013001600",1034,531,2.36,6,66,243,201,200,438,436,110,438.135593220339
"Block Group 1, Census Tract 15.02, Black Hawk County, Iowa","19013001502",1801,812,2.44,52,166,418,181,551,1038,618,224,738.114754098361
"Block Group 1, Census Tract 5, Black Hawk County, Iowa","19013000500",753,409,2.63,70,86,203,45,121,413,213,78,286.311787072243
"Block Group 2, Census Tract 5, Black Hawk County, Iowa","19013000500",999,473,3,182,295,251,86,86,401,280,112,333
"Block Group 2, Census Tract 15.01, Black Hawk County, Iowa","19013001501",1594,816,2.27,71,116,391,393,582,686,651,149,702.202643171806
"Block Group 4, Census Tract 20, Black Hawk County, Iowa","19013002000",953,431,2.05,0,19,136,257,69,527,328,83,464.878048780488
"Block Group 1, Census Tract 20, Black Hawk County, Iowa","19013002000",1329,630,2.25,21,0,406,197,199,608,567,123,590.666666666667
"Block Group 1, Census Tract 3, Black Hawk County, Iowa","19013000300",1488,888,3.21,250,244,466,71,129,634,344,113,463.551401869159
"Block Group 2, Census Tract 9502, Lucas County, Iowa","19117950200",610,326,2.34,11,0,130,181,118,263,340,84,260.683760683761
"Block Group 1, Census Tract 9502, Lucas County, Iowa","19117950200",802,366,2.23,0,0,152,188,208,409,496,90,359.641255605381
"Block Group 1, Census Tract 9504, Lucas County, Iowa","19117950400",931,517,2.14,8,2,206,130,199,525,479,131,435.046728971963
"Block Group 2, Census Tract 9504, Lucas County, Iowa","19117950400",529,256,2.17,0,6,49,149,193,341,275,58,243.778801843318
"Block Group 1, Census Tract 9501, Lyon County, Iowa","19119950100",706,336,2.35,33,0,159,104,94,403,313,49,300.425531914894
"Block Group 2, Census Tract 9501, Lyon County, Iowa","19119950100",1199,663,2.28,66,0,247,409,312,571,736,142,525.877192982456
"Block Group 1, Census Tract 9503, Lyon County, Iowa","19119950300",520,254,2.69,9,0,173,94,129,236,260,69,193.308550185874
"Block Group 6, Census Tract 9503, Lyon County, Iowa","19119950300",1462,686,2.68,80,0,445,163,191,817,799,103,545.522388059701
"Block Group 3, Census Tract 9503, Lyon County, Iowa","19119950300",819,428,2.83,0,0,267,99,243,419,388,64,289.399293286219
"Block Group 5, Census Tract 9503, Lyon County, Iowa","19119950300",983,384,3.51,0,0,451,84,222,458,436,19,280.05698005698
"Block Group 2, Census Tract 9502, Lyon County, Iowa","19119950200",1258,645,2.33,2,0,288,364,379,589,640,109,539.914163090129
"Block Group 2, Census Tract 801, Fayette County, Iowa","19065080100",770,367,1.9,30,95,140,123,152,419,238,81,405.263157894737
"Block Group 2, Census Tract 43, Bremer County, Iowa","19017004300",914,466,2.41,0,0,193,174,330,550,567,64,379.253112033195
"Block Group 3, Census Tract 46, Bremer County, Iowa","19017004600",2070,1020,2.38,63,15,529,447,643,1000,1176,231,869.747899159664
"Block Group 2, Census Tract 47, Bremer County, Iowa","19017004700",1306,645,2.33,0,0,347,291,305,700,616,153,560.515021459227
"Block Group 2, Census Tract 40, Bremer County, Iowa","19017004000",1707,820,2.82,43,168,98,70,150,1055,188,41,605.31914893617
"Block Group 3, Census Tract 2901, Tama County, Iowa","19171290100",599,270,2.23,10,0,100,111,130,340,298,51,268.609865470852
"Block Group 2, Census Tract 2901, Tama County, Iowa","19171290100",807,405,2.19,0,0,139,215,216,385,504,54,368.493150684931
"Block Group 2, Census Tract 2902, Tama County, Iowa","19171290200",406,171,2.15,10,0,35,56,170,297,185,20,188.837209302326
"Block Group 1, Census Tract 2903, Tama County, Iowa","19171290300",772,356,2.57,0,0,179,112,196,389,442,59,300.389105058366
"Block Group 2, Census Tract 2903, Tama County, Iowa","19171290300",1293,636,2.14,8,0,261,353,386,674,606,117,604.205607476635
"Block Group 2, Census Tract 2905, Tama County, Iowa","19171290500",767,403,2.06,161,50,175,125,85,416,280,49,372.330097087379
"Block Group 3, Census Tract 2905, Tama County, Iowa","19171290500",1805,993,2.95,340,14,545,305,171,749,587,140,611.864406779661
"Block Group 2, Census Tract 2906, Tama County, Iowa","19171290600",413,226,2.29,0,0,100,83,64,192,190,31,180.349344978166
"Block Group 4, Census Tract 2906, Tama County, Iowa","19171290600",486,238,2.12,0,18,76,167,49,243,283,106,229.245283018868
"Block Group 3, Census Tract 2906, Tama County, Iowa","19171290600",535,249,2.49,126,0,144,71,54,286,265,48,214.859437751004
"Block Group 1, Census Tract 2904, Tama County, Iowa","19171290400",1039,571,2.6,186,17,381,154,157,393,353,55,399.615384615385
"Block Group 3, Census Tract 2904, Tama County, Iowa","19171290400",883,439,2.27,102,0,220,194,184,382,341,57,388.986784140969
"Block Group 2, Census Tract 803, Clay County, Iowa","19041080300",1053,519,2.18,14,0,230,175,267,629,598,200,483.02752293578
"Block Group 3, Census Tract 803, Clay County, Iowa","19041080300",1706,894,2.34,0,0,400,437,420,842,950,100,729.059829059829
"Block Group 1, Census Tract 4505, Cedar County, Iowa","19031450500",833,393,2.64,0,0,248,130,202,417,443,52,315.530303030303
"Block Group 3, Census Tract 4503, Cedar County, Iowa","19031450300",773,383,2.27,36,4,121,133,175,462,361,103,340.528634361233
"Block Group 4, Census Tract 9503, Marshall County, Iowa","19127950300",656,301,2.41,9,1,137,145,170,347,379,50,272.199170124481
"Block Group 1, Census Tract 9503, Marshall County, Iowa","19127950300",1029,461,2.92,100,7,312,125,228,520,467,69,352.397260273973
"Block Group 2, Census Tract 9502, Marshall County, Iowa","19127950200",1033,513,2.29,4,14,212,224,257,436,601,65,451.091703056769
"Block Group 1, Census Tract 9502, Marshall County, Iowa","19127950200",1173,576,2.88,0,24,407,127,255,555,463,57,407.291666666667
"Block Group 3, Census Tract 9502, Marshall County, Iowa","19127950200",982,475,2.66,65,0,290,122,260,510,491,82,369.172932330827
"Block Group 4, Census Tract 9501, Marshall County, Iowa","19127950100",551,261,2.14,4,0,121,122,116,257,292,87,257.476635514019
"Block Group 3, Census Tract 9501, Marshall County, Iowa","19127950100",828,421,2.33,8,0,164,159,227,442,480,55,355.364806866953
"Block Group 2, Census Tract 9501, Marshall County, Iowa","19127950100",835,414,2.43,40,0,176,188,107,356,422,120,343.621399176955
"Block Group 1, Census Tract 9501, Marshall County, Iowa","19127950100",766,369,2.47,126,0,165,159,168,416,478,82,310.121457489879
"Block Group 1, Census Tract 9505, Marshall County, Iowa","19127950500",1299,729,2.35,640,0,465,99,105,708,449,74,552.765957446808
"Block Group 2, Census Tract 9505, Marshall County, Iowa","19127950500",1210,641,3.14,967,0,380,98,16,489,380,138,385.350318471338
"Block Group 4, Census Tract 9505, Marshall County, Iowa","19127950500",1041,401,2.19,324,69,209,88,69,552,268,135,475.342465753425
"Block Group 1, Census Tract 9603, Monona County, Iowa","19133960300",617,324,1.79,0,0,54,227,141,312,325,72,344.692737430168
"Block Group 4, Census Tract 9603, Monona County, Iowa","19133960300",651,376,2.16,0,0,133,97,105,296,306,130,301.388888888889
"Block Group 3, Census Tract 9603, Monona County, Iowa","19133960300",829,386,1.96,0,0,148,227,151,402,350,110,422.959183673469
"Block Group 4, Census Tract 502, Muscatine County, Iowa","19139050200",1784,820,2.46,20,0,440,254,408,966,782,205,725.20325203252
"Block Group 1, Census Tract 502, Muscatine County, Iowa","19139050200",716,341,2.29,24,3,146,115,196,474,360,69,312.663755458515
"Block Group 2, Census Tract 502, Muscatine County, Iowa","19139050200",468,292,2.14,26,0,100,154,104,205,278,58,218.691588785047
"Block Group 1, Census Tract 505, Muscatine County, Iowa","19139050500",598,343,2.27,31,0,165,105,99,255,150,79,263.436123348018
"Block Group 2, Census Tract 506, Muscatine County, Iowa","19139050600",1771,707,2.13,137,0,351,403,735,940,963,104,831.455399061033
"Block Group 3, Census Tract 506, Muscatine County, Iowa","19139050600",458,227,1.49,68,0,0,231,259,207,273,54,307.38255033557
"Block Group 3, Census Tract 9.02, Linn County, Iowa","19113000902",3305,1524,2.94,27,138,922,372,1762,1667,1876,106,1124.14965986395
"Block Group 4, Census Tract 3704, Poweshiek County, Iowa","19157370400",1247,605,1.83,32,21,272,315,287,542,328,157,681.420765027322
"Block Group 1, Census Tract 3704, Poweshiek County, Iowa","19157370400",1139,681,1.79,50,5,131,235,229,553,310,194,636.312849162011
"Block Group 2, Census Tract 3704, Poweshiek County, Iowa","19157370400",982,512,1.82,4,0,160,360,285,411,399,116,539.56043956044
"Block Group 3, Census Tract 3704, Poweshiek County, Iowa","19157370400",880,338,2.29,0,19,171,149,227,523,286,56,384.279475982533
"Block Group 2, Census Tract 2701, Hancock County, Iowa","19081270100",1267,683,2.68,34,120,439,193,359,678,574,86,472.761194029851
"Block Group 3, Census Tract 2701, Hancock County, Iowa","19081270100",766,350,2.28,0,0,154,189,261,437,493,72,335.964912280702
"Block Group 4, Census Tract 2701, Hancock County, Iowa","19081270100",1199,650,2.11,1,9,206,348,464,621,685,112,568.24644549763
"Block Group 1, Census Tract 2701, Hancock County, Iowa","19081270100",632,281,2.44,49,0,164,178,209,380,298,82,259.016393442623
"Block Group 3, Census Tract 2702, Hancock County, Iowa","19081270200",854,418,2.36,64,9,171,174,290,386,484,89,361.864406779661
"Block Group 2, Census Tract 2702, Hancock County, Iowa","19081270200",731,339,2.16,2,0,117,116,277,485,508,70,338.425925925926
"Block Group 1, Census Tract 2702, Hancock County, Iowa","19081270200",901,413,2.29,55,4,243,112,194,468,470,98,393.449781659389
"Block Group 1, Census Tract 2704, Hancock County, Iowa","19081270400",992,511,2.36,104,0,271,190,150,463,435,133,420.338983050848
"Block Group 3, Census Tract 2704, Hancock County, Iowa","19081270400",544,275,2.34,10,9,100,110,140,307,289,50,232.478632478633
"Block Group 3, Census Tract 2703, Hancock County, Iowa","19081270300",889,450,2.16,71,14,229,186,158,431,406,149,411.574074074074
"Block Group 2, Census Tract 2703, Hancock County, Iowa","19081270300",922,535,1.95,61,0,155,325,214,361,395,164,472.820512820513
"Block Group 3, Census Tract 3601, Franklin County, Iowa","19069360100",884,343,2.9,0,0,219,92,266,473,443,58,304.827586206897
"Block Group 4, Census Tract 46.03, Polk County, Iowa","19153004603",652,329,1.98,52,1,87,101,126,396,211,100,329.292929292929
"Block Group 3, Census Tract 46.03, Polk County, Iowa","19153004603",810,438,2.41,75,23,138,267,204,373,454,115,336.099585062241
"Block Group 2, Census Tract 46.03, Polk County, Iowa","19153004603",1310,648,2.48,114,50,244,254,141,666,438,220,528.225806451613
"Block Group 1, Census Tract 104.08, Polk County, Iowa","19153010408",1499,762,2.14,42,0,322,239,409,843,479,213,700.467289719626
"Block Group 3, Census Tract 104.08, Polk County, Iowa","19153010408",977,522,2.31,18,68,238,147,270,574,336,101,422.943722943723
"Block Group 1, Census Tract 108.03, Polk County, Iowa","19153010803",2042,1004,2.37,131,160,606,287,438,1003,792,279,861.603375527426
"Block Group 1, Census Tract 47.01, Polk County, Iowa","19153004701",668,361,2.59,339,20,261,15,72,358,127,41,257.915057915058
"Block Group 2, Census Tract 47.01, Polk County, Iowa","19153004701",803,379,2.59,54,0,247,67,123,329,268,133,310.03861003861
"Block Group 2, Census Tract 211, Warren County, Iowa","19181021100",1626,822,2.7,123,0,382,297,354,775,907,151,602.222222222222
"Block Group 4, Census Tract 211, Warren County, Iowa","19181021100",1530,761,2.58,31,0,379,207,389,784,829,145,593.023255813953
"Block Group 2, Census Tract 203, Warren County, Iowa","19181020300",1693,803,2.63,0,0,415,253,787,956,956,108,643.726235741445
